WMU,Animal,Tag Type,Season Start,Season End
544,Moose,Antlered (Archery),Aug 25,Aug 31
544,Moose,Antlered (General),Sep 1,Oct 31
544,Moose,Antlered (General),Nov 1,Nov 30
505,Moose,Antlered (Archery),Sep 1,Oct 31
505,Moose,Antlered (General),Nov 1,Nov 30
510,Moose,Antlered (Archery),Sep 1,Oct 31
510,Moose,Antlered (General),Nov 1,Nov 30
531,Moose,Antlered (Archery),Aug 25,Aug 31
531,Moose,Antlered (General),Sep 1,N301
532,Moose,Antlered (Archery),Aug 25,Aug 31
532,Moose,Antlered (General),Sep 1,N301
534,Moose,Antlered (Archery),Aug 25,Aug 31
534,Moose,Antlered (General),Sep 1,N301
539,Moose,Antlered (Archery),Aug 25,Aug 31
539,Moose,Antlered (General),Sep 1,N301
540,Moose,Antlered (Archery),Aug 25,Aug 31
540,Moose,Antlered (General),Sep 1,N301
505,Moose,Antlerless (calf only) (Archery),Sep 1,Oct 31
505,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
510,Moose,Antlerless (calf only) (Archery),Sep 1,Oct 31
510,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
521,Moose,Antlerless (calf only) (Archery),Aug 25,Sep 23
521,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
522,Moose,Antlerless (calf only) (Archery),Aug 25,Sep 23
522,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
523,Moose,Antlerless (calf only) (Archery),Aug 25,Sep 23
523,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
526,Moose,Antlerless (calf only) (Archery),Aug 25,Sep 23
526,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
527,Moose,Antlerless (calf only) (Archery),Aug 25,Sep 23
527,Moose,Antlerless (calf only) (General),Nov 1,Nov 30
509,Elk,Antlered (6-point or larger)2 (Archery),Sep 1,Oct 31
509,Elk,Antlered (6-point or larger)2 (General),Nov 1,Nov 30
500,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
500,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
501,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
501,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
502,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
502,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
503,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
503,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
504,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
504,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
505,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
505,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
506,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
506,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
507,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
507,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
508,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
508,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
510,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
510,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
511,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
511,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
514,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
514,Elk,Antlered (3-point or larger)2 (General),Nov 1,Nov 30
512,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
515,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
516,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
517,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
518,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
519,Elk,Antlered (3-point or larger)2 (Archery),Sep 1,Oct 31
520,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
520,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
521,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
521,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
522,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
522,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
523,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
523,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
524,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
524,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
525,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
525,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
526,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
526,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
527,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
527,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
528,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
528,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
535,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
535,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
537,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
537,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
540,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
540,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
544,Elk,Antlered (3-point or larger)2 (Archery),Aug 25,Sep 16
544,Elk,Antlered (3-point or larger)2 (General),Sep 17,Nov 30
841,Elk,Antlered (3-point or larger)2 (Archery),Sep 17,Nov 30
520,Elk,Antlerless (Archery),Aug 25,Sep 16
520,Elk,Antlerless (General),Sep 17,Oct 31
520,Elk,Antlerless (General),Nov 1,Dec 20
520,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
520,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
521,Elk,Antlerless (Archery),Aug 25,Sep 16
521,Elk,Antlerless (General),Sep 17,Oct 31
521,Elk,Antlerless (General),Nov 1,Dec 20
521,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
521,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
522,Elk,Antlerless (Archery),Aug 25,Sep 16
522,Elk,Antlerless (General),Sep 17,Oct 31
522,Elk,Antlerless (General),Nov 1,Dec 20
522,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
522,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
523,Elk,Antlerless (Archery),Aug 25,Sep 16
523,Elk,Antlerless (General),Sep 17,Oct 31
523,Elk,Antlerless (General),Nov 1,Dec 20
523,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
523,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
526,Elk,Antlerless (Archery),Aug 25,Sep 16
526,Elk,Antlerless (General),Sep 17,Oct 31
526,Elk,Antlerless (General),Nov 1,Dec 20
526,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
526,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
527,Elk,Antlerless (Archery),Aug 25,Sep 16
527,Elk,Antlerless (General),Sep 17,Oct 31
527,Elk,Antlerless (General),Nov 1,Dec 20
527,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
527,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
528,Elk,Antlerless (Archery),Aug 25,Sep 16
528,Elk,Antlerless (General),Sep 17,Oct 31
528,Elk,Antlerless (General),Nov 1,Dec 20
528,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
528,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
535,Elk,Antlerless (Archery),Aug 25,Sep 16
535,Elk,Antlerless (General),Sep 17,Oct 31
535,Elk,Antlerless (General),Nov 1,Dec 20
535,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
535,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
537,Elk,Antlerless (Archery),Aug 25,Sep 16
537,Elk,Antlerless (General),Sep 17,Oct 31
537,Elk,Antlerless (General),Nov 1,Dec 20
537,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
537,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
544,Elk,Antlerless (Archery),Aug 25,Sep 16
544,Elk,Antlerless (General),Sep 17,Oct 31
544,Elk,Antlerless (General),Nov 1,Dec 20
544,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
544,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
503,Elk,Antlerless (Archery),Sep 1,Oct 31
503,Elk,Antlerless (General),Nov 1,Dec 20
503,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
503,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
500,Elk,Antlerless (Archery),Sep 1,Oct 31
500,Elk,Antlerless (General),Nov 1,Dec 20
500,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
501,Elk,Antlerless (Archery),Sep 1,Oct 31
501,Elk,Antlerless (General),Nov 1,Dec 20
501,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
502,Elk,Antlerless (Archery),Sep 1,Oct 31
502,Elk,Antlerless (General),Nov 1,Dec 20
502,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
507,Elk,Antlerless (Archery),Sep 1,Oct 31
507,Elk,Antlerless (General),Nov 1,Dec 20
507,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
508,Elk,Antlerless (Archery),Sep 1,Oct 31
508,Elk,Antlerless (General),Nov 1,Dec 20
508,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
511,Elk,Antlerless (Archery),Sep 1,Oct 31
511,Elk,Antlerless (General),Nov 1,Dec 20
511,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
514,Elk,Antlerless (Archery),Sep 1,Oct 31
514,Elk,Antlerless (General),Nov 1,Dec 20
514,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
504,Elk,Antlerless (Archery),Sep 1,Oct 31
504,Elk,Antlerless (General),Nov 1,Dec 20
504,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
504,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
505,Elk,Antlerless (Archery),Sep 1,Oct 31
505,Elk,Antlerless (General),Nov 1,Dec 20
505,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
505,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
506,Elk,Antlerless (Archery),Sep 1,Oct 31
506,Elk,Antlerless (General),Nov 1,Dec 20
506,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
506,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
509,Elk,Antlerless (Archery),Sep 1,Oct 31
509,Elk,Antlerless (General),Nov 1,Dec 20
509,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
509,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
510,Elk,Antlerless (Archery),Sep 1,Oct 31
510,Elk,Antlerless (General),Nov 1,Dec 20
510,Elk,Antlerless (General),Dec 21,"Jan 31, 2027"
510,Elk,Antlerless (General),Feb 1,"Feb 28, 2027"
